Semana;Date;Start time;Duration (minutes);Plant_species;Insect_species;Interaction
2;13th July 2021;12:30;15;Acmella oleracea;Hallicitidae verde pequena (já capturada);1
2;13th July 2021;12:30;15;Emilia fosbergii;Apis mellifera;1
2;13th July 2021;12:30;15;Emilia fosbergii;Vespa com marca amarela no tórax;1
2;13th July 2021;12:30;15;Emilia fosbergii;Tetragonisca sp.;1
2;13th July 2021;12:30;15;Dichorisandra thyrsiflora;0;
2;13th July 2021;12:30;15;Tithonia diversifolia;Tetragonisca sp.;1
2;13th July 2021;12:30;15;Tithonia diversifolia;Bombus sp.;1
2;13th July 2021;12:30;15;Tithonia diversifolia;Apis mellifera;1
2;13th July 2021;12:30;15;Aloe sp. 1;Trigona spinipes;2
2;13th July 2021;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
2;13th July 2021;12:30;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
2;13th July 2021;12:30;15;Raphanus raphanistrum;Apis mellifera;1
2;13th July 2021;12:30;15;Lippia alba;Borboleta (Lippia alba);1
2;13th July 2021;12:30;15;Lippia alba;Hallicitidae pequena verde claro (tons em amarelo);1
2;13th July 2021;12:30;15;Lippia alba;Apis mellifera;1
2;13th July 2021;12:30;15;Aloysia citrodora;Apis mellifera;1
2;13th July 2021;12:30;15;Sonchus oleraceus;0;
2;13th July 2021;12:30;15;Ocimum basilicum;Apis mellifera;1
2;13th July 2021;12:30;15;Ocimum basilicum;Exo bunda listrada (68);1
2;13th July 2021;12:30;15;Sorghum halepense;Exo amarela (78);1
2;13th July 2021;12:30;15;Sorghum halepense;Vespa (comum);1
2;13th July 2021;12:30;15;Sorghum halepense;Diptera (comum);1
2;13th July 2021;12:30;15;Plectranthus barbatus;Beija flor costas verdes, peito cinza peq.  (vídeo);1
2;13th July 2021;12:30;15;Plectranthus barbatus;X. preta;1
2;13th July 2021;12:30;15;Tetradenia riparia;Nannotrigona testaceicornes;1
2;13th July 2021;12:30;15;Tetradenia riparia;Tetragonisca sp.;1
2;13th July 2021;12:30;15;Parthenium hysterophorus;Tetragonisca sp.;1
2;13th July 2021;12:30;15;Catharanthus roseus;Borboleta que pousa nas pétalas (74);1
2;13th July 2021;12:30;15;Leonurus sibiricus;Tetragonisca sp.;1
2;13th July 2021;12:30;15;Odontonema tubaeforme;Trigona spinipes;2
2;13th July 2021;12:30;15;Odontonema tubaeforme;Tetragonisca sp.;2
2;13th July 2021;12:30;15;Odontonema tubaeforme;Hallicitidae verde comum (já capturada);2
2;13th July 2021;12:30;15;Odontonema tubaeforme;Nannotrigona testaceicornes;2
2;13th July 2021;12:30;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
2;13th July 2021;12:30;15;Cosmos sulphureus;Apis mellifera;1
2;13th July 2021;12:30;15;Cosmos sulphureus;Borboleta parecida com monarca (já pega) 1;1
2;13th July 2021;12:30;15;Bougainvillea glabra;0;
2;13th July 2021;12:30;15;Tithonia rotundifolia;0;
2;13th July 2021;12:30;15;Thunbergia grandiflora;Trigona spinipes;2
2;13th July 2021;14:00;15;Turnera subulata;0;
2;13th July 2021;14:00;15;Tradescantia pallida;0;
2;13th July 2021;14:00;15;Momordica charantia;0;
2;13th July 2021;14:00;15;Tridax procumbens;Apis mellifera;1
2;13th July 2021;14:00;15;Talinum fruticosum;Abelha pequena rápida (Hallictidae);1
2;13th July 2021;14:00;15;Lantana camara;Apis mellifera;2
2;13th July 2021;14:00;15;Lantana camara;Hallicitidae verde comum (já capturada);2
2;13th July 2021;14:00;15;Lantana camara;Borboleta laranja asa longa;1
2;13th July 2021;14:00;15;Lantana camara;Borboleta praga laranja feia ;1
2;13th July 2021;14:00;15;Ixora chinensis;0;
2;13th July 2021;14:00;15;Pachystachys lutea;Trigona spinipes;2
2;13th July 2021;14:00;15;Justicia brandegeeana;Apis mellifera;2
2;13th July 2021;14:00;15;Achillea millefolium;Nannotrigona testaceicornes;1
2;13th July 2021;14:00;15;Acmella oleracea;Tetragonisca sp.;1
2;13th July 2021;14:00;15;Emilia fosbergii;Apis mellifera;1
2;13th July 2021;14:00;15;Dichorisandra thyrsiflora;Euglossinae;1
2;13th July 2021;14:00;15;Tithonia diversifolia;Apis mellifera;1
2;13th July 2021;14:00;15;Aloe sp. 1;Trigona spinipes;2
2;13th July 2021;14:00;15;Raphanus raphanistrum;Apis mellifera;1
2;13th July 2021;14:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
2;13th July 2021;14:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
2;13th July 2021;14:00;15;Lippia alba;Apis mellifera;1
2;13th July 2021;14:00;15;Aloysia citrodora;Apis mellifera;1
2;13th July 2021;14:00;15;Aloysia citrodora;Outra megachili menor e capturei no brasilico (ver.);1
2;13th July 2021;14:00;15;Sonchus oleraceus;0;
2;13th July 2021;14:00;15;Ocimum basilicum;Apis mellifera;1
2;13th July 2021;14:00;15;Ocimum basilicum;Hallicitidae verde clara (com tons em amarelo);1
2;13th July 2021;14:00;15;Ocimum basilicum;Nannotrigona testaceicornes;1
2;13th July 2021;14:00;15;Ocimum basilicum;Tetragonisca sp.;1
2;13th July 2021;14:00;15;Sorghum halepense;Diptera (comum);1
2;13th July 2021;14:00;15;Sorghum halepense;Vespa (comum);1
2;13th July 2021;14:00;15;Plectranthus barbatus;Bombus amarela (3 listras);1
2;13th July 2021;14:00;15;Plectranthus barbatus;X. preta;1
2;13th July 2021;14:00;15;Plectranthus barbatus;Tetragona clavipes;1
2;13th July 2021;14:00;15;Tetradenia riparia;Tetragonisca sp.;1
2;13th July 2021;14:00;15;Parthenium hysterophorus;Tetragonisca sp.;1
2;13th July 2021;14:00;15;Catharanthus roseus;Apis mellifera na base da flor;2
2;13th July 2021;14:00;15;Leonurus sibiricus;Apis mellifera;1
2;13th July 2021;14:00;15;Leonurus sibiricus;Tetragonisca sp.;1
2;13th July 2021;14:00;15;Odontonema tubaeforme;Trigona spinipes;2
2;13th July 2021;14:00;15;Cosmos sulphureus;Nannotrigona testaceicornes;1
2;13th July 2021;14:00;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
2;13th July 2021;14:00;15;Cosmos sulphureus;Apis mellifera;1
2;13th July 2021;14:00;15;Bougainvillea glabra;0;
2;13th July 2021;14:00;15;Tithonia rotundifolia;0;
2;13th July 2021;14:00;15;Thunbergia grandiflora;Trigona spinipes;2
2;15th July 2021;07:30;15;Tithonia diversifolia;Bombus sp.;1
2;15th July 2021;07:30;15;Dichorisandra thyrsiflora;0;
2;15th July 2021;07:30;15;Emilia fosbergii;0;
2;15th July 2021;07:30;15;Acmella oleracea;0;
2;15th July 2021;07:30;15;Achillea millefolium;0;
2;15th July 2021;07:30;15;Justicia brandegeeana;Apis mellifera (indo na base da flor, já outras na estrutua rep.);2
2;15th July 2021;07:30;15;Pachystachys lutea;0;
2;15th July 2021;07:30;15;Lantana camara;0;
2;15th July 2021;07:30;15;Ixora chinensis;0;
2;15th July 2021;07:30;15;Talinum fruticosum;0;
2;15th July 2021;07:30;15;Tridax procumbens;0;
2;15th July 2021;07:30;15;Momordica charantia;0;
2;15th July 2021;07:30;15;Tradescantia pallida;Apis mellifera;1
2;15th July 2021;07:30;15;Tradescantia pallida;Bombus amarela;1
2;15th July 2021;07:30;15;Turnera subulata;0;
2;15th July 2021;07:30;15;Aloe sp. 1;Trigona spinipes;2
2;15th July 2021;07:30;15;Thunbergia grandiflora;0;
2;15th July 2021;07:30;15;Tithonia rotundifolia;0;
2;15th July 2021;07:30;15;Bougainvillea glabra;0;
2;15th July 2021;07:30;15;Cosmos sulphureus;0;
2;15th July 2021;07:30;15;Odontonema tubaeforme;Trigona spinipes;2
2;15th July 2021;07:30;15;Leonurus sibiricus;0;
2;15th July 2021;07:30;15;Catharanthus roseus;0;
2;15th July 2021;07:30;15;Parthenium hysterophorus;0;
2;15th July 2021;07:30;15;Tetradenia riparia;Bombus amarela (2 listras);1
2;15th July 2021;07:30;15;Plectranthus barbatus;0;
2;15th July 2021;07:30;15;Sorghum halepense;Diptera (comum);1
2;15th July 2021;07:30;15;Ocimum basilicum;Apis mellifera;1
2;15th July 2021;07:30;15;Sonchus oleraceus;0;
2;15th July 2021;07:30;15;Aloysia citrodora;0;
2;15th July 2021;07:30;15;Lippia alba;0;
2;15th July 2021;07:30;15;Raphanus raphanistrum;Bombus amarela 1 listra;1
2;15th July 2021;07:30;15;Raphanus raphanistrum;Apis mellifera;1
2;15th July 2021;10:00;15;Dichorisandra thyrsiflora;0;
2;15th July 2021;10:00;15;Tithonia diversifolia;0;
2;15th July 2021;10:00;15;Emilia fosbergii;Tetragonisca sp.;1
2;15th July 2021;10:00;15;Emilia fosbergii;Halicitidae verde pequena (73);1
2;15th July 2021;10:00;15;Emilia fosbergii;Apis mellifera;1
2;15th July 2021;10:00;15;Acmella oleracea;Tetragonisca sp.;1
2;15th July 2021;10:00;15;Achillea millefolium;0;
2;15th July 2021;10:00;15;Justicia brandegeeana;Apis mellifera (base das flores);2
2;15th July 2021;10:00;15;Pachystachys lutea;Trigona spinipes;2
2;15th July 2021;10:00;15;Lantana camara;Borboleta com rabo;1
2;15th July 2021;10:00;15;Lantana camara;Borboleta laranja feia (já capturada);1
2;15th July 2021;10:00;15;Lantana camara;Apis mellifera;1
2;15th July 2021;10:00;15;Ixora chinensis;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
2;15th July 2021;10:00;15;Talinum fruticosum;0;
2;15th July 2021;10:00;15;Tridax procumbens;Apis mellifera;1
2;15th July 2021;10:00;15;Momordica charantia;0;
2;15th July 2021;10:00;15;Tradescantia pallida;Bombus amarela (3 listras);1
2;15th July 2021;10:00;15;Turnera subulata;Apis mellifera;1
2;15th July 2021;10:00;15;Turnera subulata;Bombus amarela (3 listras);1
2;15th July 2021;10:00;15;Turnera subulata;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
2;15th July 2021;10:00;15;Aloe sp. 1;Trigona spinipes;2
2;15th July 2021;10:00;15;Thunbergia grandiflora;Trigona spinipes;2
2;15th July 2021;10:00;15;Tithonia rotundifolia;Apis mellifera;1
2;15th July 2021;10:00;15;Bougainvillea glabra;0;
2;15th July 2021;10:00;15;Bougainvillea glabra;0;
2;15th July 2021;10:00;15;Cosmos sulphureus;0;
2;15th July 2021;10:00;15;Odontonema tubaeforme;Trigona spinipes;2
2;15th July 2021;10:00;15;Odontonema tubaeforme;Nannotrigona testaceicornes;2
2;15th July 2021;10:00;15;Leonurus sibiricus;Nannotrigona testaceicornes;1
2;15th July 2021;10:00;15;Leonurus sibiricus;Tetragonisca sp.;1
2;15th July 2021;10:00;15;Leonurus sibiricus;Apis mellifera;1
2;15th July 2021;10:00;15;Catharanthus roseus;Apis base da flor;2
2;15th July 2021;10:00;15;Parthenium hysterophorus;Tetragonisca sp.;1
2;15th July 2021;10:00;15;Tetradenia riparia;Tetragonisca sp.;1
2;15th July 2021;10:00;15;Plectranthus barbatus;Tetragona clavipes;1
2;15th July 2021;10:00;15;Plectranthus barbatus;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
2;15th July 2021;10:00;15;Plectranthus barbatus;Beija flor verde (vídeo ruim);1
2;15th July 2021;10:00;15;Sorghum halepense;Vespa (comum);1
2;15th July 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
2;15th July 2021;10:00;15;Ocimum basilicum;Hallicitidae verde clara (com tons em amarelo);1
2;15th July 2021;10:00;15;Sonchus oleraceus;Apis mellifera;1
2;15th July 2021;10:00;15;Aloysia citrodora;0;
2;15th July 2021;10:00;15;Lippia alba;Apis mellifera;1
2;15th July 2021;10:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
2;15th July 2021;10:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
2;15th July 2021;10:00;15;Raphanus raphanistrum;Apis mellifera;1
2;15th July 2021;10:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ?;2
2;15th July 2021;12:30;15;Dichorisandra thyrsiflora;Hallicitidae verde comum (já capturada);1
2;15th July 2021;12:30;15;Emilia fosbergii;Bombus amarela (3 listras);1
2;15th July 2021;12:30;15;Emilia fosbergii;Apis mellifera;1
2;15th July 2021;12:30;15;Emilia fosbergii;Nannotrigona testaceicornes;1
2;15th July 2021;12:30;15;Acmella oleracea;Tetragonisca sp.;1
2;15th July 2021;12:30;15;Achillea millefolium;Nannotrigona testaceicornes;1
2;15th July 2021;12:30;15;Justicia brandegeeana;Apis mellifera na base da flor;2
2;15th July 2021;12:30;15;Justicia brandegeeana;Hallicitidae verde comum (já capturada);2
2;15th July 2021;12:30;15;Pachystachys lutea;Trigona spinipes;2
2;15th July 2021;12:30;15;Lantana camara;Borboleta laranja feia (já capturada);1
2;15th July 2021;12:30;15;Lantana camara;Apis mellifera;1
2;15th July 2021;12:30;15;Ixora chinensis;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
2;15th July 2021;12:30;15;Talinum fruticosum;0;
2;15th July 2021;12:30;15;Tridax procumbens;Apis mellifera;1
2;15th July 2021;12:30;15;Momordica charantia;0;
2;15th July 2021;12:30;15;Tradescantia pallida;0;
2;15th July 2021;12:30;15;Turnera subulata;0;
2;15th July 2021;12:30;15;Tithonia diversifolia;0;
2;15th July 2021;12:30;15;Aloe sp. 1;Melipinini preto (Scaptotrigona/Trigona) ? 1;2
2;15th July 2021;12:30;15;Thunbergia grandiflora;Trigona spinipes;2
2;15th July 2021;12:30;15;Tithonia rotundifolia;0;
2;15th July 2021;12:30;15;Bougainvillea glabra;0;
2;15th July 2021;12:30;15;Cosmos sulphureus;Apis mellifera;1
2;15th July 2021;12:30;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
2;15th July 2021;12:30;15;Odontonema tubaeforme;Trigona spinipes;2
2;15th July 2021;12:30;15;Leonurus sibiricus;Apis mellifera;1
2;15th July 2021;12:30;15;Leonurus sibiricus;Vaquinha (Coleoptera);1
2;15th July 2021;12:30;15;Leonurus sibiricus;Tetragonisca sp.;1
2;15th July 2021;12:30;15;Catharanthus roseus;0;
2;15th July 2021;12:30;15;Parthenium hysterophorus;Nannotrigona testaceicornes;1
2;15th July 2021;12:30;15;Tetradenia riparia;Tetragonisca sp.;1
2;15th July 2021;12:30;15;Plectranthus barbatus;Apis mellifera;1
2;15th July 2021;12:30;15;Plectranthus barbatus;Bombus amarela (3 listras);1
2;15th July 2021;12:30;15;Plectranthus barbatus;Tetragonisca sp.;1
2;15th July 2021;12:30;15;Sorghum halepense;Diptera (comum);1
2;15th July 2021;12:30;15;Sorghum halepense;Vespa (comum);1
2;15th July 2021;12:30;15;Ocimum basilicum;Apis mellifera;1
2;15th July 2021;12:30;15;Sonchus oleraceus;0;
2;15th July 2021;12:30;15;Aloysia citrodora;Apis mellifera;1
2;15th July 2021;12:30;15;Lippia alba;Apis mellifera;1
2;15th July 2021;12:30;15;Raphanus raphanistrum;Apis mellifera;1
2;15th July 2021;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
2;15th July 2021;12:30;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
2;21th July 2021;14:00;15;Dichorisandra thyrsiflora;0;
2;21th July 2021;14:00;15;Emilia fosbergii;Apis mellifera;1
2;21th July 2021;14:00;15;Emilia fosbergii;Melipinini preto (Scaptotrigona/Trigona) ? 1;1
2;21th July 2021;14:00;15;Tithonia diversifolia;0;
2;21th July 2021;14:00;15;Acmella oleracea;Diptera abdomoen alonagdo (já vi);1
2;21th July 2021;14:00;15;Acmella oleracea;Tetragonisca sp.;1
2;21th July 2021;14:00;15;Achillea millefolium;Nannotrigona testaceicornes;1
2;21th July 2021;14:00;15;Achillea millefolium;Coleoptera verde com bolinhas laranjas (comum);1
2;21th July 2021;14:00;15;Achillea millefolium;Melipinini preto (Scaptotrigona/Trigona) ?;1
2;21th July 2021;14:00;15;Achillea millefolium;Apis mellifera;1
2;21th July 2021;14:00;15;Justicia brandegeeana;Apis mellifera;2
2;21th July 2021;14:00;15;Pachystachys lutea;Trigona spinipes;2
2;21th July 2021;14:00;15;Lantana camara;Borboleta laranja feia (já capturada);1
2;21th July 2021;14:00;15;Lantana camara;Apis mellifera;1
2;21th July 2021;14:00;15;Ixora chinensis;Tetragonisca sp.;2
2;21th July 2021;14:00;15;Talinum fruticosum;0;
2;21th July 2021;14:00;15;Tridax procumbens;Apis mellifera;1
2;21th July 2021;14:00;15;Momordica charantia;0;
2;21th July 2021;14:00;15;Tradescantia pallida;0;
2;21th July 2021;14:00;15;Turnera subulata;0;
2;21th July 2021;14:00;15;Aloe sp. 1;Trigona spinipes;2
2;21th July 2021;14:00;15;Thunbergia grandiflora;Trigona spinipes;2
2;21th July 2021;14:00;15;Tithonia rotundifolia;0;
2;21th July 2021;14:00;15;Bougainvillea glabra;0;
2;21th July 2021;14:00;15;Cosmos sulphureus;Vaquinha (Coleoptera);1
2;21th July 2021;14:00;15;Odontonema tubaeforme;Trigona spinipes;2
2;21th July 2021;14:00;15;Odontonema tubaeforme;Nannotrigona testaceicornes;2
2;21th July 2021;14:00;15;Odontonema tubaeforme;Tetragonisca sp.;2
2;21th July 2021;14:00;15;Leonurus sibiricus;Bombus preta;1
2;21th July 2021;14:00;15;Leonurus sibiricus;Apis mellifera;1
2;21th July 2021;14:00;15;Leonurus sibiricus;Nannotrigona testaceicornes;1
2;21th July 2021;14:00;15;Catharanthus roseus;0;
2;21th July 2021;14:00;15;Parthenium hysterophorus;Vaquinha (Coleoptera);1
2;21th July 2021;14:00;15;Parthenium hysterophorus;Tetragona clavipes;1
2;21th July 2021;14:00;15;Parthenium hysterophorus;Tetragonisca sp.;1
2;21th July 2021;14:00;15;Tetradenia riparia;Tetragonisca sp.;1
2;21th July 2021;14:00;15;Tetradenia riparia;Tetragona clavipes;1
2;21th July 2021;14:00;15;Tetradenia riparia;Bombus preta;1
2;21th July 2021;14:00;15;Sorghum halepense;Vespa (comum);1
2;21th July 2021;14:00;15;Sorghum halepense;Diptera (comum);1
2;21th July 2021;14:00;15;Ocimum basilicum;Apis mellifera;1
2;21th July 2021;14:00;15;Ocimum basilicum;Tetragonisca sp.;1
2;21th July 2021;14:00;15;Sonchus oleraceus;0;
2;21th July 2021;14:00;15;Aloysia citrodora;Apis mellifera;1
2;21th July 2021;14:00;15;Plectranthus barbatus;0;
2;21th July 2021;14:00;15;Lippia alba;Apis mellifera;1
2;21th July 2021;14:00;15;Lippia alba;Tetragonisca sp.;1
2;21th July 2021;14:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
2;21th July 2021;14:00;15;Raphanus raphanistrum;Apis mellifera;1
2;21th July 2021;14:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes (base da flor);2
3;22th July 2021;10:00;15;Turnera subulata;Apis mellifera;1
3;22th July 2021;10:00;15;Turnera subulata;Trigona spinipes;1
3;22th July 2021;10:00;15;Tradescantia pallida;Apis mellifera;1
3;22th July 2021;10:00;15;Tridax procumbens;0;
3;22th July 2021;10:00;15;Lantana camara;Borboleta laranja asa longa;1
3;22th July 2021;10:00;15;Ixora chinensis;0;
3;22th July 2021;10:00;15;Pachystachys lutea;Trigona spinipes;2
3;22th July 2021;10:00;15;Justicia brandegeeana;Trigona spinipes;2
3;22th July 2021;10:00;15;Justicia brandegeeana;Apis mellifera;2
3;22th July 2021;10:00;15;Talinum fruticosum;0;
3;22th July 2021;10:00;15;Achillea millefolium;Apis mellifera;1
3;22th July 2021;10:00;15;Acmella oleracea;Diptera abdomoen alonagdo (já vi);1
3;22th July 2021;10:00;15;Dichorisandra thyrsiflora;0;
3;22th July 2021;10:00;15;Pleroma mutabile;0;
3;22th July 2021;10:00;15;Tithonia diversifolia;Bombus sp.;1
3;22th July 2021;10:00;15;Emilia fosbergii;0;
3;22th July 2021;10:00;15;Thunbergia grandiflora;Trigona spinipes;2
3;22th July 2021;10:00;15;Baccharis crispa;0;
3;22th July 2021;10:00;15;Odontonema tubaeforme;Trigona spinipes;2
3;22th July 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
3;22th July 2021;10:00;15;Ocimum basilicum;Nannotrigona testaceicornes;1
3;22th July 2021;10:00;15;Cosmos sulphureus;Apis mellifera;1
3;22th July 2021;10:00;15;Cosmos sulphureus;Bombus amarela;1
3;22th July 2021;10:00;15;Aloysia citrodora;Apis mellifera;1
3;22th July 2021;10:00;15;Lippia alba;Apis mellifera;1
3;22th July 2021;10:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
3;22th July 2021;10:00;15;Raphanus raphanistrum;Apis mellifera;1
3;22th July 2021;10:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
3;22th July 2021;10:00;15;Raphanus raphanistrum;Melipinini preto (Scaptotrigona/Trigona) ? Prov. Trigona spinipes 1;2
3;22th July 2021;10:00;15;Sonchus oleraceus;0;
3;22th July 2021;10:00;15;Zinnia elegans;Bombus sp.;1
3;22th July 2021;10:00;15;Parthenium hysterophorus;Diptera amarela grande (tinha no girassol) da pra ver o gênero;1
3;22th July 2021;10:00;15;Sorghum halepense;Diptera (comum);1
3;22th July 2021;10:00;15;Sorghum halepense;Vespa (comum);1
3;22th July 2021;10:00;15;Plectranthus barbatus;Tetragona clavipes;1
3;22th July 2021;10:00;15;Plectranthus barbatus;Apis mellifera;1
3;22th July 2021;10:00;15;Plectranthus barbatus;Bombus amarela;1
3;22th July 2021;10:00;15;Tetradenia riparia;Tetragonisca sp.;2
3;22th July 2021;10:00;15;Catharanthus roseus;0;
3;22th July 2021;10:00;15;Bougainvillea glabra;0;
3;22th July 2021;10:00;15;Tithonia rotundifolia;Apis mellifera;1
3;22th July 2021;10:00;15;Leonurus sibiricus;Apis mellifera;1
3;22th July 2021;10:00;15;Leonurus sibiricus;Tetragonisca sp.;1
3;22th July 2021;12:30;15;Turnera subulata;Apis mellifera;1
3;22th July 2021;12:30;15;Tradescantia pallida;0;
3;22th July 2021;12:30;15;Tridax procumbens;Borboleta (erva touro);1
3;22th July 2021;12:30;15;Tridax procumbens;Apis mellifera;1
3;22th July 2021;12:30;15;Lantana camara;Apis mellifera;2
3;22th July 2021;12:30;15;Lantana camara;Borboleta laranja feia (já capturada);1
3;22th July 2021;12:30;15;Ixora chinensis;0;
