Semana;Date;Start time;Duration (minutes);Plant_species;Insect_species;Interaction
8;01th September 2021;10:00;15;Momordica charantia;0;
8;01th September 2021;10:00;15;Parthenium hysterophorus;Joaninha vermelha (sangue) (sem pintinhas);1
8;01th September 2021;10:00;15;Ricinus communis;Trigona spinipes;2
8;01th September 2021;10:00;15;Ricinus communis;Vespa paulistinha;2
8;01th September 2021;10:00;15;Thunbergia grandiflora;Trigona spinipes;2
8;01th September 2021;10:00;15;Solanum paniculatum;Bombus amarela;1
8;01th September 2021;10:00;15;Rosmarinus officinalis;Apis mellifera;1
8;01th September 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
8;01th September 2021;10:00;15;Zinnia elegans;Falsa monarca (dif.) (Photo);1
8;01th September 2021;10:00;15;Cosmos sulphureus;Apis mellifera;1
8;01th September 2021;10:00;15;Aloe vera;Trigona spinipes;2
8;01th September 2021;10:00;15;Carica papaya;0;
8;01th September 2021;10:00;15;Camonea umbellata;0;
8;01th September 2021;10:00;15;Lippia alba;Apis mellifera;1
8;01th September 2021;10:00;15;Leucaena leucocephala;Nannotrigona testaceicornes;1
8;01th September 2021;10:00;15;Plectranthus barbatus;Centris (Photo);1
8;01th September 2021;10:00;15;Plectranthus barbatus;X. frontalis;1
8;01th September 2021;10:00;15;Hibiscus rosa-sinensis x sp. 1;0;
8;01th September 2021;10:00;15;Hibiscus rosa-sinensis x sp. 2;0;
8;01th September 2021;10:00;15;Catharanthus roseus;0;
8;01th September 2021;10:00;15;Dietes bicolor;0;
8;01th September 2021;10:00;15;Bougainvillea glabra;0;
8;01th September 2021;10:00;15;Aloe sp. 1;Trigona spinipes;2
8;01th September 2021;10:00;15;Baccharis crispa;Diptera com abd preto lustroso;1
8;01th September 2021;10:00;15;Baccharis crispa;Diptera (abd com quadrados brancos);1
8;01th September 2021;10:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
8;01th September 2021;10:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
8;01th September 2021;10:00;15;Emilia fosbergii;0;
8;01th September 2021;12:30;15;Dichorisandra thyrsiflora;0;
8;01th September 2021;12:30;15;Pleroma mutabile;0;
8;01th September 2021;12:30;15;Dendrobium nobile;0;
8;01th September 2021;12:30;15;Calliandra brevipes;Apis mellifera;1
8;01th September 2021;12:30;15;Dianella tasmanica;0;
8;01th September 2021;12:30;15;Ixora chinensis;0;
8;01th September 2021;12:30;15;Argemone mexicana;Hallictidae (na mexicana) (Photo);2
8;01th September 2021;12:30;15;Argemone mexicana;Trigona spinipes;2
8;01th September 2021;12:30;15;Acmella oleracea;0;
8;01th September 2021;12:30;15;Pachystachys lutea;Trigona spinipes (base do botão);2
8;01th September 2021;12:30;15;Talinum fruticosum;0;
8;01th September 2021;12:30;15;Lantana camara;Borboleta laranja feia (já capturada);1
8;01th September 2021;12:30;15;Gaya domingensis;0;
8;01th September 2021;12:30;15;Turnera subulata;0;
8;01th September 2021;12:30;15;Tridax procumbens;Apis mellifera;1
8;01th September 2021;12:30;15;Tradescantia pallida;0;
8;01th September 2021;12:30;15;Canna indica;Trigona spinipes;2
8;01th September 2021;12:30;15;Canna indica;Apis mellifera;2
8;01th September 2021;12:30;15;Nerium oleander;0;
8;01th September 2021;12:30;15;Momordica charantia;0;
8;01th September 2021;12:30;15;Parthenium hysterophorus;0;
8;01th September 2021;12:30;15;Ricinus communis;0;
8;01th September 2021;12:30;15;Thunbergia grandiflora;Trigona spinipes;2
8;01th September 2021;12:30;15;Solanum paniculatum;0;
8;01th September 2021;12:30;15;Rosmarinus officinalis;0;
8;01th September 2021;12:30;15;Ocimum basilicum;Apis mellifera;1
8;01th September 2021;12:30;15;Zinnia elegans;0;
8;01th September 2021;12:30;15;Cosmos sulphureus;0;
8;01th September 2021;12:30;15;Aloe vera;Trigona spinipes;2
8;01th September 2021;12:30;15;Carica papaya;0;
8;01th September 2021;12:30;15;Camonea umbellata;0;
8;01th September 2021;12:30;15;Lippia alba;Apis mellifera;1
8;01th September 2021;12:30;15;Leucaena leucocephala;0;
8;01th September 2021;12:30;15;Plectranthus barbatus;X. frontalis;1
8;01th September 2021;12:30;15;Hibiscus rosa-sinensis x sp. 1;0;
8;01th September 2021;12:30;15;Hibiscus rosa-sinensis x sp. 2;0;
8;01th September 2021;12:30;15;Catharanthus roseus;0;
8;01th September 2021;12:30;15;Dietes bicolor;0;
8;01th September 2021;12:30;15;Bougainvillea glabra;0;
8;01th September 2021;12:30;15;Aloe sp. 1;Trigona spinipes;2
8;01th September 2021;12:30;15;Baccharis crispa;0;
8;01th September 2021;12:30;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
8;01th September 2021;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
8;01th September 2021;12:30;15;Emilia fosbergii;0;
8;01th September 2021;14:00;15;Dichorisandra thyrsiflora;0;
8;01th September 2021;14:00;15;Pleroma mutabile;0;
8;01th September 2021;14:00;15;Dendrobium nobile;0;
8;01th September 2021;14:00;15;Calliandra brevipes;0;
8;01th September 2021;14:00;15;Dianella tasmanica;0;
8;01th September 2021;14:00;15;Ixora chinensis;0;
8;01th September 2021;14:00;15;Argemone mexicana;0;
8;01th September 2021;14:00;15;Acmella oleracea;Apis mellifera;1
8;01th September 2021;14:00;15;Acmella oleracea;Tetragonisca sp.;1
8;01th September 2021;14:00;15;Pachystachys lutea;0;
8;01th September 2021;14:00;15;Talinum fruticosum;Apis mellifera;1
8;01th September 2021;14:00;15;Lantana camara;Borboleta laranja feia (já capturada);1
8;01th September 2021;14:00;15;Gaya domingensis;0;
8;01th September 2021;14:00;15;Turnera subulata;0;
8;01th September 2021;14:00;15;Tridax procumbens;Apis mellifera;1
8;01th September 2021;14:00;15;Tradescantia pallida;0;
8;01th September 2021;14:00;15;Canna indica;0;
8;01th September 2021;14:00;15;Nerium oleander;0;
8;01th September 2021;14:00;15;Momordica charantia;0;
8;01th September 2021;14:00;15;Parthenium hysterophorus;0;
8;01th September 2021;14:00;15;Ricinus communis;0;
8;01th September 2021;14:00;15;Ricinus communis;Trigona sp.;2
8;01th September 2021;14:00;15;Thunbergia grandiflora;Trigona spinipes;2
8;01th September 2021;14:00;15;Solanum paniculatum;0;
8;01th September 2021;14:00;15;Rosmarinus officinalis;0;
8;01th September 2021;14:00;15;Ocimum basilicum;Trigona sp.;1
8;01th September 2021;14:00;15;Ocimum basilicum;Apis mellifera;1
8;01th September 2021;14:00;15;Zinnia elegans;Halliitidae verde pequena e rápida (já cap.);1
8;01th September 2021;14:00;15;Cosmos sulphureus;0;
8;01th September 2021;14:00;15;Aloe vera;Trigona spinipes;2
8;01th September 2021;14:00;15;Carica papaya;Vespa paulistinha (base das flores);2
8;01th September 2021;14:00;15;Camonea umbellata;0;
8;01th September 2021;14:00;15;Lippia alba;Apis mellifera;1
8;01th September 2021;14:00;15;Leucaena leucocephala;Nannotrigona testaceicornes;1
8;01th September 2021;14:00;15;Plectranthus barbatus;0;
8;01th September 2021;14:00;15;Hibiscus rosa-sinensis x sp. 1;0;
8;01th September 2021;14:00;15;Hibiscus rosa-sinensis x sp. 2;0;
8;01th September 2021;14:00;15;Catharanthus roseus;0;
8;01th September 2021;14:00;15;Dietes bicolor;0;
8;01th September 2021;14:00;15;Bougainvillea glabra;Hallicitdae preta com verde escuro (acho que = do Talinum e MSC);2
8;01th September 2021;14:00;15;Aloe sp. 1;Trigona spinipes;2
8;01th September 2021;14:00;15;Baccharis crispa;0;
8;01th September 2021;14:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
8;01th September 2021;14:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
8;01th September 2021;14:00;15;Emilia fosbergii;0;
8;02th September 2021;12:30;15;Ricinus communis;0;
8;02th September 2021;12:30;15;Parthenium hysterophorus;0;
8;02th September 2021;12:30;15;Momordica charantia;0;
8;02th September 2021;12:30;15;Nerium oleander;0;
8;02th September 2021;12:30;15;Canna indica;Trigona spinipes;1
8;02th September 2021;12:30;15;Tradescantia pallida;0;
8;02th September 2021;12:30;15;Tridax procumbens;Apis mellifera;1
8;02th September 2021;12:30;15;Turnera subulata;0;
8;02th September 2021;12:30;15;Gaya domingensis;0;
8;02th September 2021;12:30;15;Lantana camara;Apis mellifera;1
8;02th September 2021;12:30;15;Lantana camara;Borboleta laranja feia (já capturada);1
8;02th September 2021;12:30;15;Talinum fruticosum;0;
8;02th September 2021;12:30;15;Pachystachys lutea;Trigona spinipes;2
8;02th September 2021;12:30;15;Acmella oleracea;Tetragonisca sp.;1
8;02th September 2021;12:30;15;Argemone mexicana;0;
8;02th September 2021;12:30;15;Ixora chinensis;0;
8;02th September 2021;12:30;15;Dianella tasmanica;0;
8;02th September 2021;12:30;15;Calliandra brevipes;Apis mellifera;1
8;02th September 2021;12:30;15;Dendrobium nobile;0;
8;02th September 2021;12:30;15;Pleroma mutabile;0;
8;02th September 2021;12:30;15;Dichorisandra thyrsiflora;Hallictidae verde comum (já cap.);1
8;02th September 2021;12:30;15;Emilia fosbergii;0;
8;02th September 2021;12:30;15;Raphanus raphanistrum;0;
8;02th September 2021;12:30;15;Baccharis crispa;0;
8;02th September 2021;12:30;15;Aloe sp. 1;Trigona spinipes;2
8;02th September 2021;12:30;15;Bougainvillea glabra;0;
8;02th September 2021;12:30;15;Dietes bicolor;0;
8;02th September 2021;12:30;15;Catharanthus roseus;0;
8;02th September 2021;12:30;15;Hibiscus rosa-sinensis x sp. 2;0;
8;02th September 2021;12:30;15;Hibiscus rosa-sinensis x sp. 1;0;
8;02th September 2021;12:30;15;Plectranthus barbatus;0;
8;02th September 2021;12:30;15;Leucaena leucocephala;0;
8;02th September 2021;12:30;15;Lippia alba;Apis mellifera;1
8;02th September 2021;12:30;15;Camonea umbellata;0;
8;02th September 2021;12:30;15;Carica papaya;0;
8;02th September 2021;12:30;15;Aloe vera;Trigona spinipes;2
8;02th September 2021;12:30;15;Cosmos sulphureus;0;
8;02th September 2021;12:30;15;Zinnia elegans;0;
8;02th September 2021;12:30;15;Ocimum basilicum;Apis mellifera;1
8;02th September 2021;12:30;15;Rosmarinus officinalis;0;
8;02th September 2021;12:30;15;Solanum paniculatum;0;
8;02th September 2021;12:30;15;Thunbergia grandiflora;Trigona spinipes;2
8;02th September 2021;14:00;15;Ricinus communis;Tetragonisca sp.;2
8;02th September 2021;14:00;15;Parthenium hysterophorus;0;
8;02th September 2021;14:00;15;Momordica charantia;0;
8;02th September 2021;14:00;15;Nerium oleander;0;
8;02th September 2021;14:00;15;Canna indica;0;
8;02th September 2021;14:00;15;Tradescantia pallida;0;
8;02th September 2021;14:00;15;Tridax procumbens;Apis mellifera;1
8;02th September 2021;14:00;15;Turnera subulata;0;
8;02th September 2021;14:00;15;Gaya domingensis;0;
8;02th September 2021;14:00;15;Lantana camara;Borboleta laranja feia (já capturada);1
8;02th September 2021;14:00;15;Talinum fruticosum;Trigona sp.;1
8;02th September 2021;14:00;15;Pachystachys lutea;0;
8;02th September 2021;14:00;15;Acmella oleracea;Tetragonisca sp.;1
8;02th September 2021;14:00;15;Argemone mexicana;0;
8;02th September 2021;14:00;15;Ixora chinensis;0;
8;02th September 2021;14:00;15;Dianella tasmanica;0;
8;02th September 2021;14:00;15;Calliandra brevipes;Apis mellifera;1
8;02th September 2021;14:00;15;Dendrobium nobile;0;
8;02th September 2021;14:00;15;Pleroma mutabile;0;
8;02th September 2021;14:00;15;Dichorisandra thyrsiflora;0;
8;02th September 2021;14:00;15;Emilia fosbergii;0;
8;02th September 2021;14:00;15;Raphanus raphanistrum;0;
8;02th September 2021;14:00;15;Baccharis crispa;Tetragonisca sp.;1
8;02th September 2021;14:00;15;Aloe sp. 1;Trigona spinipes;2
8;02th September 2021;14:00;15;Bougainvillea glabra;0;
8;02th September 2021;14:00;15;Dietes bicolor;0;
8;02th September 2021;14:00;15;Catharanthus roseus;0;
8;02th September 2021;14:00;15;Hibiscus rosa-sinensis x sp. 2;0;
8;02th September 2021;14:00;15;Hibiscus rosa-sinensis x sp. 1;0;
8;02th September 2021;14:00;15;Plectranthus barbatus;X. preta;1
8;02th September 2021;14:00;15;Leucaena leucocephala;0;
8;02th September 2021;14:00;15;Lippia alba;Apis mellifera;1
8;02th September 2021;14:00;15;Camonea umbellata;0;
8;02th September 2021;14:00;15;Carica papaya;0;
8;02th September 2021;14:00;15;Aloe vera;Trigona spinipes;2
8;02th September 2021;14:00;15;Cosmos sulphureus;0;
8;02th September 2021;14:00;15;Zinnia elegans;0;
8;02th September 2021;14:00;15;Ocimum basilicum;Apis mellifera;1
8;02th September 2021;14:00;15;Rosmarinus officinalis;0;
8;02th September 2021;14:00;15;Solanum paniculatum;0;
8;02th September 2021;14:00;15;Thunbergia grandiflora;Trigona spinipes;2
8;03th September 2021;07:30;15;Dichorisandra thyrsiflora;Euglossinae comum;1
8;03th September 2021;07:30;15;Pleroma mutabile;0;
8;03th September 2021;07:30;15;Dendrobium nobile;0;
8;03th September 2021;07:30;15;Calliandra brevipes;Apis mellifera;1
8;03th September 2021;07:30;15;Dianella tasmanica;0;
8;03th September 2021;07:30;15;Ixora chinensis;0;
8;03th September 2021;07:30;15;Argemone mexicana;0;
8;03th September 2021;07:30;15;Acmella oleracea;0;
8;03th September 2021;07:30;15;Pachystachys lutea;0;
8;03th September 2021;07:30;15;Talinum fruticosum;0;
8;03th September 2021;07:30;15;Lantana camara;0;
8;03th September 2021;07:30;15;Gaya domingensis;0;
8;03th September 2021;07:30;15;Turnera subulata;Bombus amarela;1
8;03th September 2021;07:30;15;Turnera subulata;Trigona spinipes;1
8;03th September 2021;07:30;15;Tridax procumbens;0;
8;03th September 2021;07:30;15;Tradescantia pallida;Bombus amarela;1
8;03th September 2021;07:30;15;Tradescantia pallida;Apis mellifera;1
8;03th September 2021;07:30;15;Canna indica;0;
8;03th September 2021;07:30;15;Nerium oleander;0;
8;03th September 2021;07:30;15;Momordica charantia;Apis mellifera;1
8;03th September 2021;07:30;15;Parthenium hysterophorus;0;
8;03th September 2021;07:30;15;Ricinus communis;0;
8;03th September 2021;07:30;15;Thunbergia grandiflora;0;
8;03th September 2021;07:30;15;Solanum paniculatum;0;
8;03th September 2021;07:30;15;Rosmarinus officinalis;0;
8;03th September 2021;07:30;15;Ocimum basilicum;Apis mellifera;1
8;03th September 2021;07:30;15;Zinnia elegans;0;
8;03th September 2021;07:30;15;Cosmos sulphureus;0;
8;03th September 2021;07:30;15;Aloe vera;Trigona spinipes;2
8;03th September 2021;07:30;15;Carica papaya;0;
8;03th September 2021;07:30;15;Camonea umbellata;0;
8;03th September 2021;07:30;15;Lippia alba;Apis mellifera;1
8;03th September 2021;07:30;15;Leucaena leucocephala;Trigona/Scaptotrigona;1
8;03th September 2021;07:30;15;Leucaena leucocephala;Nannotrigona testaceicornes;1
8;03th September 2021;07:30;15;Plectranthus barbatus;0;
8;03th September 2021;07:30;15;Hibiscus rosa-sinensis x sp. 1;0;
8;03th September 2021;07:30;15;Hibiscus rosa-sinensis x sp. 2;0;
8;03th September 2021;07:30;15;Catharanthus roseus;0;
8;03th September 2021;07:30;15;Dietes bicolor;0;
8;03th September 2021;07:30;15;Bougainvillea glabra;0;
8;03th September 2021;07:30;15;Aloe sp. 1;Trigona spinipes;2
8;03th September 2021;07:30;15;Baccharis crispa;0;
8;03th September 2021;07:30;15;Raphanus raphanistrum;0;
8;03th September 2021;07:30;15;Emilia fosbergii;0;
8;04th September 2021;10:00;15;Ricinus communis;0;
8;04th September 2021;10:00;15;Parthenium hysterophorus;0;
8;04th September 2021;10:00;15;Momordica charantia;Trigona sp.;1
8;04th September 2021;10:00;15;Nerium oleander;0;
8;04th September 2021;10:00;15;Canna indica;Trigona spinipes;2
8;04th September 2021;10:00;15;Tradescantia pallida;0;
8;04th September 2021;10:00;15;Tridax procumbens;Apis mellifera;1
8;04th September 2021;10:00;15;Turnera subulata;Apis mellifera;1
8;04th September 2021;10:00;15;Gaya domingensis;0;
8;04th September 2021;10:00;15;Lantana camara;Borb. prov. Pavão branco (já cap.) Parecida com a do girassol;1
8;04th September 2021;10:00;15;Lantana camara;Borboleta laranja feia (já capturada);1
8;04th September 2021;10:00;15;Lantana camara;Borboleta com rabo;1
8;04th September 2021;10:00;15;Talinum fruticosum;0;
8;04th September 2021;10:00;15;Pachystachys lutea;0;
8;04th September 2021;10:00;15;Acmella oleracea;Tetragonisca sp.;1
8;04th September 2021;10:00;15;Argemone mexicana;0;
8;04th September 2021;10:00;15;Ixora chinensis;0;
8;04th September 2021;10:00;15;Dianella tasmanica;0;
8;04th September 2021;10:00;15;Calliandra brevipes;Trigona/Scaptotrigona;1
8;04th September 2021;10:00;15;Calliandra brevipes;Apis mellifera;1
8;04th September 2021;10:00;15;Calliandra brevipes;Nannotrigona testaceicornes;1
8;04th September 2021;10:00;15;Dendrobium nobile;0;
8;04th September 2021;10:00;15;Pleroma mutabile;0;
8;04th September 2021;10:00;15;Dichorisandra thyrsiflora;Hallictidae verde comum (já cap.);1
8;04th September 2021;10:00;15;Emilia fosbergii;0;
8;04th September 2021;10:00;15;Raphanus raphanistrum;Tetragonisca sp.;2
8;04th September 2021;10:00;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
8;04th September 2021;10:00;15;Baccharis crispa;0;
8;04th September 2021;10:00;15;Aloe sp. 1;Trigona spinipes;2
8;04th September 2021;10:00;15;Bougainvillea glabra;0;
8;04th September 2021;10:00;15;Dietes bicolor;0;
8;04th September 2021;10:00;15;Catharanthus roseus;0;
8;04th September 2021;10:00;15;Hibiscus rosa-sinensis x sp. 2;0;
8;04th September 2021;10:00;15;Hibiscus rosa-sinensis x sp. 1;0;
8;04th September 2021;10:00;15;Plectranthus barbatus;0;
8;04th September 2021;10:00;15;Leucaena leucocephala;0;
8;04th September 2021;10:00;15;Lippia alba;Diptera (abd com quadrados brancos);1
8;04th September 2021;10:00;15;Lippia alba;Epantdium tigrinum ? (Megachilidae);1
8;04th September 2021;10:00;15;Lippia alba;Apis mellifera;1
8;04th September 2021;10:00;15;Camonea umbellata;0;
8;04th September 2021;10:00;15;Carica papaya;Tetragonisca sp.;2
8;04th September 2021;10:00;15;Aloe vera;Trigona spinipes;2
8;04th September 2021;10:00;15;Cosmos sulphureus;0;
8;04th September 2021;10:00;15;Zinnia elegans;0;
8;04th September 2021;10:00;15;Ocimum basilicum;Hexo grandona (128);1
8;04th September 2021;10:00;15;Ocimum basilicum;Apis mellifera;1
8;04th September 2021;10:00;15;Rosmarinus officinalis;0;
8;04th September 2021;10:00;15;Solanum paniculatum;0;
8;04th September 2021;10:00;15;Thunbergia grandiflora;Trigona spinipes;2
8;08th September 2021;07:30;15;Ricinus communis;Trigona;2
8;08th September 2021;07:30;15;Parthenium hysterophorus;0;
8;08th September 2021;07:30;15;Momordica charantia;0;
8;08th September 2021;07:30;15;Nerium oleander;Meliponini preta (Trigona/Scaptotrigona);1
8;08th September 2021;07:30;15;Canna indica;0;
8;08th September 2021;07:30;15;Tradescantia pallida;Hallictidae verde cap. (130);1
8;08th September 2021;07:30;15;Tridax procumbens;0;
8;08th September 2021;07:30;15;Tridax procumbens;0;
8;08th September 2021;07:30;15;Turnera subulata;Bombus amarela;1
8;08th September 2021;07:30;15;Turnera subulata;Apis mellifera;1
8;08th September 2021;07:30;15;Gaya domingensis;0;
8;08th September 2021;07:30;15;Lantana camara;0;
8;08th September 2021;07:30;15;Talinum fruticosum;0;
8;08th September 2021;07:30;15;Pachystachys lutea;0;
8;08th September 2021;07:30;15;Acmella oleracea;Tetragonisca sp.;1
8;08th September 2021;07:30;15;Argemone mexicana;Hexo (132);2
8;08th September 2021;07:30;15;Ixora chinensis;0;
8;08th September 2021;07:30;15;Dianella tasmanica;0;
8;08th September 2021;07:30;15;Calliandra brevipes;0;
8;08th September 2021;07:30;15;Dendrobium nobile;0;
8;08th September 2021;07:30;15;Pleroma mutabile;0;
8;08th September 2021;07:30;15;Dichorisandra thyrsiflora;Hallictidae verde comum (já cap.);1
8;08th September 2021;07:30;15;Emilia fosbergii;0;
8;08th September 2021;07:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
8;08th September 2021;07:30;15;Raphanus raphanistrum;Nannotrigona testaceicornes;2
8;08th September 2021;07:30;15;Baccharis crispa;0;
8;08th September 2021;07:30;15;Aloe sp. 1;0;2
8;08th September 2021;07:30;15;Bougainvillea glabra;0;
8;08th September 2021;07:30;15;Dietes bicolor;Hallictidae verde escura (131);2
8;08th September 2021;07:30;15;Catharanthus roseus;0;
8;08th September 2021;07:30;15;Hibiscus rosa-sinensis x sp. 2;0;
8;08th September 2021;07:30;15;Hibiscus rosa-sinensis x sp. 1;0;
8;08th September 2021;07:30;15;Plectranthus barbatus;0;
8;08th September 2021;07:30;15;Leucaena leucocephala;0;
8;08th September 2021;07:30;15;Lippia alba;0;
8;08th September 2021;07:30;15;Camonea umbellata;0;
8;08th September 2021;07:30;15;Carica papaya;0;
8;08th September 2021;07:30;15;Cosmos sulphureus;0;
8;08th September 2021;07:30;15;Ocimum basilicum;Apis mellifera;1
8;08th September 2021;07:30;15;Rosmarinus officinalis;0;
8;08th September 2021;07:30;15;Solanum paniculatum;0;
8;08th September 2021;07:30;15;Thunbergia grandiflora;Trigona spinipes;2
8;08th September 2021;07:30;15;Thunbergia grandiflora;Apis mellifera;2
9;20th September 2021;07:30;15;Dichorisandra thyrsiflora;0;
9;20th September 2021;07:30;15;Sonchus oleraceus;0;
9;20th September 2021;07:30;15;Neomarica caerulea;0;
9;20th September 2021;07:30;15;Solanum sisymbriifolium;0;
9;20th September 2021;07:30;15;Calliandra brevipes;Apis mellifera;1
9;20th September 2021;07:30;15;Dianella tasmanica;0;
9;20th September 2021;07:30;15;Argemone mexicana;0;
9;20th September 2021;07:30;15;Acmella oleracea;0;
9;20th September 2021;07:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
9;20th September 2021;07:30;15;Emilia fosbergii;0;
9;20th September 2021;07:30;15;Talinum fruticosum;0;
9;20th September 2021;07:30;15;Ixora chinensis;0;
9;20th September 2021;07:30;15;Pachystachys lutea;Trigona (Base da flor);2
9;20th September 2021;07:30;15;Lantana camara;Apis mellifera;1
9;20th September 2021;07:30;15;Gaya domingensis;0;
9;20th September 2021;07:30;15;Justicia brandegeeana;0;
9;20th September 2021;07:30;15;Tridax procumbens;0;
9;20th September 2021;07:30;15;Momordica charantia;0;
9;20th September 2021;07:30;15;Nerium oleander;0;
9;20th September 2021;07:30;15;Parthenium hysterophorus;0;
9;20th September 2021;07:30;15;Tradescantia pallida;Apis mellifera;1
9;20th September 2021;07:30;15;Turnera subulata;0;
9;20th September 2021;07:30;15;Antigonon leptopus;0;
9;20th September 2021;07:30;15;Thunbergia grandiflora;Trigona sp.;2
9;20th September 2021;07:30;15;Mikania glomerata;Diptera (abd com quadrados brancos);1
9;20th September 2021;07:30;15;Mikania glomerata;Apis mellifera;1
9;20th September 2021;07:30;15;Solanum paniculatum;0;
9;20th September 2021;07:30;15;Gaillardia pulchella;0;
9;20th September 2021;07:30;15;Rosmarinus officinalis;0;
9;20th September 2021;07:30;15;Ocimum basilicum;0;
9;20th September 2021;07:30;15;Zinnia elegans;0;
9;20th September 2021;07:30;15;Cosmos sulphureus;Borboleta (falsa monarca);1
9;20th September 2021;07:30;15;Camonea umbellata;0;
9;20th September 2021;07:30;15;Sigesbeckia orientalis;0;
9;20th September 2021;07:30;15;Carica papaya;0;
9;20th September 2021;07:30;15;Leucaena leucocephala;0;
9;20th September 2021;07:30;15;Aloe vera;Trigona;2
9;20th September 2021;07:30;15;Aloe sp. 1;Trigona;2
9;20th September 2021;07:30;15;Coffea arabica;0;
9;20th September 2021;07:30;15;Psidium guajava;0;
9;20th September 2021;07:30;15;Hibiscus rosa-sinensis x sp. 1;0;
9;20th September 2021;07:30;15;Hibiscus rosa-sinensis x sp. 2;0;
9;20th September 2021;07:30;15;Catharanthus roseus;0;
9;20th September 2021;07:30;15;Dietes bicolor;0;
9;20th September 2021;07:30;15;Bougainvillea glabra;0;
9;20th September 2021;07:30;15;Tithonia rotundifolia;0;
9;21th September 2021;12:30;15;Pleroma mutabile;0;
9;21th September 2021;12:30;15;Dichorisandra thyrsiflora;0;
9;21th September 2021;12:30;15;Sonchus oleraceus;0;
9;21th September 2021;12:30;15;Solanum sisymbriifolium;0;
9;21th September 2021;12:30;15;Neomarica caerulea;0;
9;21th September 2021;12:30;15;Calliandra brevipes;Apis mellifera;1
9;21th September 2021;12:30;15;Dianella tasmanica;0;
9;21th September 2021;12:30;15;Argemone mexicana;0;
9;21th September 2021;12:30;15;Acmella oleracea;0;
9;21th September 2021;12:30;15;Raphanus raphanistrum;Tetragonisca sp.;2
9;21th September 2021;12:30;15;Emilia fosbergii;0;
9;21th September 2021;12:30;15;Talinum fruticosum;0;
9;21th September 2021;12:30;15;Ixora chinensis;0;
9;21th September 2021;12:30;15;Pachystachys lutea;0;
9;21th September 2021;12:30;15;Lantana camara;Borboleta vermelha linda comum (Photo ast. Laranja);1
9;21th September 2021;12:30;15;Lantana camara;Borb. prov. Pavão branco (já cap.) Parecida com a do girassol;1
9;21th September 2021;12:30;15;Gaya domingensis;0;
9;21th September 2021;12:30;15;Justicia brandegeeana;0;
9;21th September 2021;12:30;15;Tridax procumbens;Apis mellifera;1
9;21th September 2021;12:30;15;Momordica charantia;0;
9;21th September 2021;12:30;15;Nerium oleander;0;
9;21th September 2021;12:30;15;Parthenium hysterophorus;Tetragonisca sp.;1
9;21th September 2021;12:30;15;Tradescantia pallida;0;
9;21th September 2021;12:30;15;Turnera subulata;0;
9;21th September 2021;12:30;15;Thunbergia grandiflora;Trigona;2
9;21th September 2021;12:30;15;Antigonon leptopus;Apis mellifera;1
9;21th September 2021;12:30;15;Mikania glomerata;Apis mellifera;1
9;21th September 2021;12:30;15;Solanum paniculatum;0;
9;21th September 2021;12:30;15;Rosmarinus officinalis;0;
9;21th September 2021;12:30;15;Ocimum basilicum;Apis mellifera;1
9;21th September 2021;12:30;15;Zinnia elegans;0;
9;21th September 2021;12:30;15;Cosmos sulphureus;0;
9;21th September 2021;12:30;15;Sigesbeckia orientalis;0;
9;21th September 2021;12:30;15;Camonea umbellata;Ablha abd listrado (140);1
9;21th September 2021;12:30;15;Carica papaya;0;
9;21th September 2021;12:30;15;Leucaena leucocephala;0;
9;21th September 2021;12:30;15;Aloe vera;Trigona;2
9;21th September 2021;12:30;15;Aloe sp. 1;Trigona;2
9;21th September 2021;12:30;15;Gaillardia pulchella;0;
9;21th September 2021;12:30;15;Coffea arabica;0;
9;21th September 2021;12:30;15;Psidium guajava;0;
9;21th September 2021;12:30;15;Hibiscus rosa-sinensis x sp. 1;0;
9;21th September 2021;12:30;15;Hibiscus rosa-sinensis x sp. 2;0;
9;21th September 2021;12:30;15;Catharanthus roseus;0;
9;21th September 2021;12:30;15;Bougainvillea glabra;0;
9;21th September 2021;12:30;15;Tithonia rotundifolia;Apis mellifera;1
9;21th September 2021;12:30;15;Dietes bicolor;0;
9;21th September 2021;14:00;15;Pleroma mutabile;0;
9;21th September 2021;14:00;15;Dichorisandra thyrsiflora;0;
9;21th September 2021;14:00;15;Sonchus oleraceus;0;
9;21th September 2021;14:00;15;Neomarica caerulea;0;
9;21th September 2021;14:00;15;Solanum sisymbriifolium;0;
9;21th September 2021;14:00;15;Calliandra brevipes;0;
9;21th September 2021;14:00;15;Dianella tasmanica;0;
9;21th September 2021;14:00;15;Argemone mexicana;0;
9;21th September 2021;14:00;15;Acmella oleracea;0;
9;21th September 2021;14:00;15;Raphanus raphanistrum;0;
9;21th September 2021;14:00;15;Emilia fosbergii;0;
9;21th September 2021;14:00;15;Talinum fruticosum;0;
9;21th September 2021;14:00;15;Ixora chinensis;0;
